STREET,CURRENT_LAND_VALUE_2024,CURRENT_LAND_VALUE_2023,CURRENT_LAND_VALUE_2022,CURRENT_LAND_VALUE_2021,CURRENT_LAND_VALUE_2020,CURRENT_IMPROVEMENT_VALUE_2024,CURRENT_IMPROVEMENT_VALUE_2023,CURRENT_IMPROVEMENT_VALUE_2022,CURRENT_IMPROVEMENT_VALUE_2021,CURRENT_IMPROVEMENT_VALUE_2020
198B ST,1348000,1385000,1211000,868700,821000.0,221000.0,228000.0,178000,87700,134000
198B ST,1401000,1438000,1260000,912700,869000.0,213000.0,217000.0,171000,89700,145000
198B ST,1380000,1410000,1234000,887000,852000.0,298000.0,299000.0,242000,137000,192000
198B ST,1618000,1655000,1444000,1007000,951000.0,320000.0,322000.0,253000,107000,159000
198B ST,1371000,1409000,1240000,910800,845000.0,164000.0,169000.0,132000,72800,108000
198B ST,1397000,1428000,1238000,885000,781000.0,292000.0,294000.0,225000,120000,107000
198B ST,1912000,1955000,1710000,1237000,1173000.0,350000.0,351000.0,278000,155000,221000
198B ST,1651000,1670000,1438000,1055000,1169000.0,624000.0,615000.0,496000,343000,543000
198B ST,1130000,1158000,1019300,750600,850700.0,124000.0,125000.0,96300,53600,83700
198B ST,1388000,1424000,1253000,918000,857000.0,158000.0,161000.0,126000,67000,108000
198B ST,1647000,1667000,1439000,1052000,1150000.0,597000.0,588000.0,475000,323000,509000
198B ST,1439000,1479000,1304000,950800,884000.0,176000.0,182000.0,145000,75800,113000
198B ST,1676000,1721000,1524000,1115000,1041000.0,297000.0,305000.0,260000,160000,200000
198B ST,1278000,1308000,1137000,815000,766000.0,265000.0,268000.0,207000,112000,148000
198B ST,1184000,1214000,1065000,775000,738000.0,199000.0,202000.0,161000,92000,136000
198B ST,1281000,1312000,1144000,820000,798000.0,259000.0,263000.0,207000,112000,175000
198B ST,1366000,1366000,1162000,822000,808000.0,381000.0,354000.0,258000,139000,206000
198B ST,1341000,1372000,1186000,819000,787000.0,308000.0,311000.0,239000,104000,157000
198B ST,1250000,1282000,1119000,811800,777000.0,219000.0,223000.0,173000,96800,148000
198C ST,1415000,1443000,1249000,883000,867000.0,348000.0,347000.0,270000,143000,216000
198C ST,1222000,1256000,1104000,809000,754000.0,155000.0,160000.0,125000,69000,103000
198C ST,1209000,1241000,1092000,797400,749000.0,160000.0,164000.0,130000,70400,109000
198C ST,1341000,1373000,1206000,812100,764000.0,274000.0,277000.0,227000,72100,113000
198C ST,1406000,1435000,1241000,877000,862000.0,357000.0,358000.0,279000,150000,222000
198C ST,1233000,1268000,1122000,822200,766000.0,166000.0,172000.0,143000,82200,115000
198C ST,1302000,1336000,1166000,830600,789000.0,235000.0,240000.0,187000,90600,138000
198C ST,1199000,1232000,1087000,798100,741300.0,132000.0,136000.0,108000,58100,90300
198C ST,1168000,1202000,1060400,780900,720700.0,121000.0,126000.0,99400,54900,81700
198C ST,1384000,1414000,1223000,842000,808000.0,317000.0,318000.0,244000,102000,157000
198C ST,1258000,1292000,1133000,823200,778000.0,191000.0,196000.0,154000,83200,127000
198C ST,1399000,1430000,1246000,923000,946000.0,352000.0,355000.0,286000,197000,307000
198C ST,1285000,1322000,1167000,849800,793000.0,188000.0,196000.0,162000,89800,124000
198C ST,1311000,1340000,1166000,863000,911000.0,369000.0,372000.0,302000,210000,336000
198C ST,34100,34100,34100,23800,23800.0,0.0,0.0,0,0,0
198C ST,1286000,1320000,1163000,848000,797000.0,208000.0,212000.0,175000,101000,140000
198C ST,1348000,1366000,1137000,856500,794000.0,255000.0,243000.0,135000,99500,128000
198C ST,1218000,1251000,1097000,800200,749000.0,171000.0,175000.0,137000,74200,110000
199 ST,1387000,1426000,1258000,922500,859000.0,161000.0,167000.0,132000,71500,110000
199 ST,1428000,1467000,1305000,946300,893000.0,183000.0,189000.0,162000,82300,133000
199 ST,1369000,1400000,1217000,877000,839000.0,264000.0,266000.0,204000,112000,165000
199 ST,1479000,1515000,1344000,991000,937000.0,216000.0,218000.0,185000,116000,166000
199 ST,1299000,1329000,1156000,781600,720700.0,250000.0,252000.0,194000,54600,80700
199 ST,1195000,1229000,1082000,790900,737900.0,146000.0,152000.0,120000,63900,97900
199 ST,2018000,2031000,1282000,758000,789000.0,939000.0,923000.0,292000,10000,131000
199 ST,1208000,1242000,1092000,799000,748000.0,159000.0,165000.0,130000,72000,108000
199 ST,1212000,1244000,1093000,799400,747000.0,164000.0,168000.0,132000,73400,108000
199 ST,1313000,1343000,1167000,837000,803000.0,264000.0,266000.0,205000,110000,163000
199 ST,1191000,1224000,1082000,795800,738400.0,134000.0,139000.0,112000,62800,93400
199 ST,1163000,1196000,1060000,781800,722400.0,128000.0,133000.0,112000,65800,91400
199 ST,1265000,1294000,1128000,816000,758000.0,230000.0,231000.0,180000,100000,127000
199 ST,1321000,1353000,1181000,847800,794000.0,222000.0,224000.0,174000,86800,124000
199 ST,1205000,1239000,1090000,797200,747000.0,157000.0,163000.0,129000,71200,108000
199 ST,1407000,1439000,1260000,936000,956000.0,360000.0,364000.0,300000,210000,317000
199 ST,1225000,1257000,1103000,820000,826000.0,260000.0,266000.0,218000,151000,237000
199 ST,1375000,1405000,1227000,905000,944000.0,364000.0,367000.0,300000,205000,327000
199 ST,1283000,1316000,1152000,831600,786000.0,208000.0,212000.0,166000,86600,130000
199 ST,1321000,1356000,1187000,864000,817000.0,227000.0,232000.0,184000,106000,150000
199 ST,1315000,1337000,1145000,862300,785000.0,210000.0,203000.0,132000,97300,111000
199 ST,1228000,1228000,984000,729200,789000.0,10000.0,10000.0,10000,62200,10000
199 ST,1228000,1228000,984000,753900,789000.0,10000.0,10000.0,10000,86900,10000
199 ST,1210000,1210000,970000,710500,778000.0,10000.0,10000.0,10000,48500,10000
199 ST,1210000,1210000,970000,751900,778000.0,10000.0,10000.0,10000,89900,10000
199 ST,1210000,1210000,970000,701200,778000.0,10000.0,10000.0,10000,39200,10000
199 ST,1210000,1210000,970000,704400,778000.0,10000.0,10000.0,10000,42400,10000
199 ST,1210000,1210000,970000,699200,778000.0,10000.0,10000.0,10000,37200,10000
199 ST,1210000,1210000,970000,706200,778000.0,10000.0,10000.0,10000,44200,10000
199 ST,1316000,1316000,1055000,727300,846000.0,10000.0,10000.0,10000,42300,10000
199 ST,1210000,1210000,970000,732800,778000.0,10000.0,10000.0,10000,70800,10000
199 ST,1210000,1210000,970000,722400,778000.0,10000.0,10000.0,10000,60400,10000
199 ST,1228000,1228000,984000,703000,789000.0,10000.0,10000.0,10000,36000,10000
199 ST,1212000,1212000,971000,723100,779000.0,10000.0,10000.0,10000,60100,10000
199 ST,1247000,1247000,999000,737500,801000.0,10000.0,10000.0,10000,66500,10000
199 ST,1140200,1252600,1105700,790500,814000.0,34200.0,42600.0,24700,17500,21000
199 ST,1505000,1590000,1434000,1037000,1022000.0,355000.0,332000.0,309000,233000,197000
199 ST,1280000,1382000,1190300,851400,768900.0,130000.0,124000.0,65300,47400,26900
199 ST,1277000,1384000,1209800,861000,894100.0,115000.0,112000.0,70800,47000,59100
199 ST,1520000,1608000,1453000,1052000,1037000.0,373000.0,353000.0,331000,250000,214000
199 ST,4254000,3736000,3503000,3062000,3062000.0,847000.0,989000.0,1557000,1423000,1628000
199 ST,3543000,2857000,2023000,1703000,1490000.0,0.0,0.0,0,0,0
199 ST,1415000,1499000,1349000,970000,908100.0,283000.0,260000.0,241000,178000,95100
199 ST,6864000,6232000,4744000,3896000,3525000.0,2770000.0,2931000.0,2374000,1900000,1779000
199A ST,1264000,1297000,1142000,838600,783000.0,159000.0,163000.0,129000,73600,109000
199A ST,1369000,1402000,1220000,876000,838000.0,264000.0,268000.0,207000,111000,164000
199A ST,1305000,1341000,1182000,873800,808700.0,137000.0,141000.0,111000,63800,96700
199A ST,1445000,1475000,1318000,905000,838000.0,277000.0,275000.0,247000,95000,126000
199A ST,1334000,1365000,1193000,856900,816000.0,229000.0,231000.0,180000,91900,142000
199A ST,1248000,1280000,1129000,827300,768800.0,143000.0,146000.0,116000,62300,94800
199A ST,1230000,1263000,1113000,823600,771000.0,151000.0,155000.0,123000,75600,113000
199A ST,1386000,1416000,1225000,871000,841000.0,307000.0,308000.0,235000,123000,183000
199A ST,1289000,1320000,1149000,830000,792000.0,241000.0,244000.0,188000,104000,153000
199A ST,1212000,1245000,1094000,801000,750000.0,164000.0,169000.0,133000,75000,111000
199A ST,1161000,1193000,1053600,778400,716900.0,114000.0,117000.0,92600,52400,77900
199A ST,1293000,1324000,1159000,804000,743800.0,211000.0,213000.0,167000,54000,83800
199A ST,1259000,1289000,1123000,810400,772000.0,224000.0,226000.0,175000,94400,141000
199A ST,1275000,1307000,1151000,874800,790000.0,148000.0,150000.0,118000,93800,103000
199A ST,1303000,1333000,1168000,836000,805000.0,256000.0,257000.0,207000,110000,166000
199A ST,1164000,1198000,1059000,800400,745000.0,138000.0,144000.0,118000,89400,119000
199A ST,1295000,1326000,1154000,830000,795000.0,248000.0,250000.0,193000,104000,156000
199A ST,1537000,1578000,1385000,999000,959000.0,311000.0,319000.0,259000,148000,210000
199A ST,1608000,1649000,1446000,1037900,975000.0,244000.0,248000.0,195000,92900,143000
199A ST,1199000,1229000,1075000,776800,707000.0,205000.0,208000.0,163000,87800,101000
199A ST,1185000,1218000,1068000,774300,729000.0,171000.0,177000.0,138000,71300,111000
199A ST,1252000,1287000,1134000,831000,774000.0,149000.0,154000.0,120000,65000,100000
199A ST,1393000,1425000,1239000,885000,853000.0,290000.0,292000.0,225000,119000,179000
199A ST,1200000,1228000,1071000,770900,741000.0,226000.0,228000.0,178000,95900,147000
199A ST,1266000,1294000,1119000,794000,775000.0,292000.0,294000.0,226000,119000,181000
199A ST,1204000,1236000,1080000,778200,745000.0,210000.0,215000.0,168000,89200,139000
199A ST,1560000,1598000,1392000,990000,949000.0,287000.0,290000.0,226000,109000,173000
199A ST,1522000,1542000,1295000,959800,881000.0,259000.0,245000.0,136000,84800,110000
199A ST,1773000,1806000,1576000,1111000,1079000.0,410000.0,407000.0,326000,167000,248000
199A ST,1660000,1701000,1492000,1104000,1011000.0,218000.0,220000.0,171000,105000,132000
199A ST,1626000,1663000,1446000,1036000,993000.0,325000.0,327000.0,252000,134000,199000
199A ST,1210000,1242000,1091000,793100,742000.0,161000.0,164000.0,129000,66100,102000
199A ST,1313000,1345000,1170000,838000,810000.0,266000.0,269000.0,209000,112000,171000
199A ST,1463000,1500000,1317000,914000,847500.0,236000.0,240000.0,190000,62000,97500
199A ST,1346000,1373000,1191000,848000,825000.0,297000.0,296000.0,229000,121000,185000
199A ST,1193000,1215000,1039100,782400,710100.0,144000.0,138000.0,77100,55400,70100
199A ST,1474000,1506000,1294000,911000,807000.0,387000.0,389000.0,298000,158000,144000
199A ST,1232000,1265000,1108000,805800,763000.0,183000.0,187000.0,146000,78800,123000
199A ST,1214000,1246000,1095000,797500,750000.0,167000.0,170000.0,134000,71500,111000
199A ST,1378000,1411000,1224000,871000,849000.0,311000.0,315000.0,245000,131000,198000
199A ST,1228000,1228000,984000,641700,789000.0,10000.0,10000.0,10000,41700,10000
199A ST,1210000,1210000,970000,632100,778000.0,10000.0,10000.0,10000,36100,10000
199A ST,1210000,1210000,970000,632900,778000.0,10000.0,10000.0,10000,36900,10000
199A ST,1212000,1212000,972000,727100,779000.0,10000.0,10000.0,10000,64100,10000
199A ST,1210000,1210000,970000,643900,778000.0,10000.0,10000.0,10000,47900,10000
199A ST,1212000,1212000,972000,727100,779000.0,10000.0,10000.0,10000,64100,10000
199A ST,1210000,1210000,970000,646300,778000.0,10000.0,10000.0,10000,50300,10000
199A ST,1212000,1212000,972000,725400,779000.0,10000.0,10000.0,10000,62400,10000
199A ST,1210000,1210000,970000,699100,778000.0,10000.0,10000.0,10000,37100,10000
199A ST,1210000,1210000,970000,698300,778000.0,10000.0,10000.0,10000,36300,10000
199A ST,1210000,1210000,970000,737200,778000.0,10000.0,10000.0,10000,75200,10000
199A ST,1811000,1811000,1451000,1027000,1163000.0,10000.0,10000.0,10000,253000,10000
199A ST,1204000,1204000,965000,727200,774000.0,10000.0,10000.0,10000,66200,10000
199A ST,1325000,1325000,1062000,765700,851000.0,10000.0,10000.0,10000,78700,10000
199A ST,1411000,1411000,1131000,810000,906000.0,10000.0,10000.0,10000,107000,10000
200 ST,1125600,1168800,1024000,777200,695300.0,48600.0,62800.0,36000,31200,38300
200 ST,1192000,1225000,1083800,794100,735000.0,115000.0,119000.0,95800,48100,78000
200 ST,1592000,1625000,1407000,980000,953000.0,375000.0,375000.0,292000,137000,211000
200 ST,1224700,1279800,1109900,830900,746400.0,72700.0,96800.0,53900,32900,44400
200 ST,1468000,1507000,1329000,973700,890800.0,135000.0,138000.0,108000,50700,78800
200 ST,1440000,1471000,1271800,961300,870500.0,148000.0,144000.0,86800,66300,82500
200 ST,1107000,1138000,1002000,731500,687000.0,147000.0,152000.0,121000,65500,101000
200 ST,1107000,1128000,955900,720200,659200.0,165000.0,161000.0,91900,67200,85200
200 ST,1076000,1105000,972000,712100,667400.0,134000.0,138000.0,108000,59100,93400
200 ST,1060000,1088000,959400,708100,660000.0,118000.0,121000.0,95400,55100,86000
200 ST,1155000,1184000,1046000,775000,776000.0,213000.0,217000.0,182000,122000,202000
200 ST,1194000,1194000,1194000,836000,836000.0,0.0,0.0,0,0,0
200 ST,1519000,1550000,1371000,1004000,1096000.0,476000.0,478000.0,414000,281000,460000
200 ST,1258000,1284000,1102500,799300,714300.0,142000.0,138000.0,77500,24300,32300
200 ST,1433000,1491000,1354000,1024000,904000.0,0.0,0.0,0,0,0
200 ST,94000,94000,94000,65800,65800.0,0.0,0.0,0,0,0
200 ST,1136000,1166000,1015000,727000,708000.0,241000.0,247000.0,194000,106000,162000
200 ST,1270000,1296000,1126000,828000,877000.0,375000.0,377000.0,305000,207000,331000
200 ST,1084000,1098000,914600,669600,612400.0,189000.0,179000.0,93600,48600,66400
200 ST,175000,175000,175000,122000,122000.0,0.0,0.0,0,0,0
200 ST,1277000,1279000,923000,695000,631300.0,385000.0,363000.0,105000,77000,87300
200 ST,1397000,1429000,1256000,802200,769000.0,383000.0,388000.0,326000,99200,151000
200 ST,1066000,1142000,947000,707700,576200.0,158000.0,209000.0,113000,77700,22200
200 ST,1125000,1153000,1005000,723800,699000.0,217000.0,220000.0,171000,93800,145000
200 ST,1105000,1139000,1001000,726600,688000.0,157000.0,165000.0,131000,69600,109000
200 ST,1209000,1239000,1085000,785000,748000.0,198000.0,201000.0,158000,85000,132000
200 ST,1105000,1137000,999000,724800,685000.0,157000.0,163000.0,129000,67800,106000
200 ST,1116300,1154900,1024400,774000,689500.0,43300.0,52900.0,41400,31000,35500
200 ST,1088000,1117000,985000,718000,673300.0,140000.0,143000.0,115000,61000,94300
200 ST,1254000,1288000,1137000,817100,759000.0,185000.0,191000.0,158000,77100,108000
200 ST,2139000,2149000,1857000,1383000,1665000.0,1049000.0,1030000.0,856000,627000,999000
200 ST,1270000,1297000,1113900,838800,760800.0,127000.0,123000.0,65900,46800,63800
200 ST,1012600,1062100,914300,679700,611400.0,70600.0,95100.0,50300,26700,36400
200 ST,1196000,1227000,1069000,763000,743000.0,254000.0,260000.0,205000,110000,168000
200 ST,1224000,1253000,1087000,773000,753000.0,264000.0,267000.0,206000,108000,167000
200 ST,1136000,1166000,1021000,742000,708000.0,194000.0,199000.0,157000,89000,133000
200 ST,1275000,1304000,1125000,789000,777000.0,313000.0,316000.0,243000,122000,190000
200 ST,1361000,1396000,1226000,887100,843000.0,203000.0,207000.0,164000,84100,136000
200 ST,1090000,1120000,985000,716500,676000.0,147000.0,152000.0,120000,62500,101000
200 ST,1067000,1095000,959000,693100,660000.0,167000.0,171000.0,134000,69100,111000
200 ST,1065000,1086000,933900,841500,758700.0,121000.0,117000.0,68900,48500,60700
200 ST,890000,914000,817000,617000,543000.0,0.0,0.0,0,0,0
200 ST,901000,925000,826000,624000,549000.0,0.0,0.0,0,0,0
200 ST,1219000,1241000,1052900,786800,719300.0,168000.0,161000.0,88900,57800,78300
200 ST,1317000,1353000,1208000,913000,804000.0,0.0,0.0,0,0,0
200 ST,1373000,1410000,1247000,919100,846200.0,118000.0,121000.0,95000,49100,80200
200 ST,1194000,1223000,1066000,761000,739000.0,237000.0,240000.0,187000,97000,155000
200 ST,1048700,1069000,921200,694300,628400.0,97700.0,93000.0,49200,35300,48400
200 ST,1216000,1242000,1074000,760000,743000.0,285000.0,286000.0,221000,115000,176000
200 ST,15600,15600,15600,10900,10900.0,0.0,0.0,0,0,0
200 ST,44700,44700,44700,31200,31200.0,0.0,0.0,0,0,0
200 ST,30100,30100,30100,21000,21000.0,0.0,0.0,0,0,0
200 ST,1230000,1230000,986000,683300,791000.0,10000.0,10000.0,10000,83300,10000
200 ST,1714000,1714000,1373000,747500,1100000.0,10000.0,10000.0,10000,65500,10000
200 ST,1403000,1403000,1125000,709800,902000.0,10000.0,10000.0,10000,78800,10000
200 ST,1210000,1210000,970000,626700,778000.0,10000.0,10000.0,10000,30700,10000
200 ST,1709000,1709000,1369000,699000,1097000.0,10000.0,10000.0,10000,18000,10000
200 ST,1738000,1738000,1392000,700000,1115000.0,10000.0,10000.0,10000,14000,10000
200 ST,2,2,2,2,2.0,1.0,1.0,1,1,1
200 ST,1699800,1675100,1650000,1102000,1059600.0,59800.0,35100.0,338000,355000,10600
200 ST,1570000,1570000,1258000,1063000,1008000.0,10000.0,10000.0,10000,10000,10000
200 ST,1570000,1570000,1258000,1063000,1008000.0,10000.0,10000.0,10000,10000,10000
200 ST,1570000,1570000,1258000,1063000,1008000.0,10000.0,10000.0,10000,10000,10000
200 ST,1570000,1570000,1258000,1063000,1008000.0,10000.0,10000.0,10000,10000,10000
200 ST,1570000,1570000,1258000,1063000,1008000.0,10000.0,10000.0,10000,10000,10000
200 ST,2159000,2159000,1727000,1457000,1381000.0,0.0,0.0,0,0,0
200 ST,1407000,1407000,1127000,952000,904000.0,10000.0,10000.0,10000,10000,10000
200 ST,1407000,1407000,1127000,952000,904000.0,10000.0,10000.0,10000,10000,10000
200 ST,1352000,1352000,1083000,915000,868000.0,10000.0,10000.0,10000,10000,10000
200 ST,1317000,1317000,1054000,889000,843000.0,0.0,0.0,0,0,0
200 ST,3552100,3551000,2006000,1814000,1671000.0,24100.0,23000.0,242000,227000,245000
200 ST,2216000,0,0,0,0.0,554000.0,0.0,0,0,0
200 ST,1388800,1509100,1326700,948800,980100.0,63800.0,59100.0,29700,20800,29100
200 ST,2754000,2661000,2613000,2553000,2500000.0,362000.0,458000.0,111000,237000,361000
200 ST,6551000,5447000,5176000,4363000,3986000.0,830000.0,1156000.0,1089000,713000,863000
200 ST,9183000,8801000,8035000,6547000,6548000.0,5947000.0,6374000.0,5724000,4467000,4679000
200 ST,3058800,3088300,2252700,1277200,1095800.0,2800.0,26300.0,25700,25200,24800
200 ST,3033000,2391000,2245900,2027600,1743200.0,120000.0,113000.0,75900,74600,73200
200 ST,1283000,1232000,1126000,918000,918000.0,323000.0,512000.0,440000,301000,390000
200 ST,3121000,2463000,2326000,2118000,1846000.0,213000.0,213000.0,184000,190000,196000
200 ST,4133000,3652000,3303000,2842000,2841000.0,1353000.0,1567000.0,1317000,1144000,1389000
200 ST,2779000,2470000,2305000,1923000,1764000.0,1194000.0,1281000.0,1173000,904000,892000
200 ST,3797000,3599000,3359000,2767000,2731000.0,1185000.0,1640000.0,1493000,1088000,1295000
200 ST,4044000,3388000,3177000,2794000,2795000.0,1422000.0,1422000.0,1304000,1109000,1353000
200 ST,106150,84150,69300,69300,67650.0,0.0,0.0,0,0,0
200 ST,6900,6000,4800,4500,4400.0,0.0,0.0,0,0,0
200 ST,13363000,13457000,13525000,12528000,13640000.0,3346000.0,5549000.0,5993000,5750000,7551000
200 ST,54285000,45137000,43919000,42365000,48120000.0,703000.0,2272000.0,544000,1031000,6862000
200A ST,1512000,1549000,1362000,948000,897000.0,299000.0,303000.0,250000,108000,158000
