FOLIO,ADDRESS,2024,2023,2022,2021,2020
083410,4525 200A ST,234000,235000,180000,97000,140000
083680,4532 200A ST,240000,242000,187000,100000,155000
083420,4535 200A ST,131000,135000,106000,56000,85700
083670,4542 200A ST,276000,265000,162000,97200,122000
083430,4545 200A ST,167000,173000,135000,72500,113000
083660,4552 200A ST,138000,132000,70000,53000,69800
083440,4555 200A ST,221000,224000,173000,90000,139000
083450,4565 200A ST,190000,192000,151000,75600,121000
083460,4575 200A ST,171000,177000,138000,74300,116000
083470,4585 200A ST,259000,261000,199000,61400,90500
083570,4592 200A ST,123000,126000,98700,51100,82600
083480,4595 200A ST,160000,166000,130000,64900,105000
083560,4602 200A ST,518000,518000,456000,303000,482000
083490,4605 200A ST,175000,181000,142000,77100,119000
083550,4612 200A ST,309000,308000,238000,119000,184000
083500,4615 200A ST,132000,137000,107000,51600,83600
083870,4622 200A ST,112000,108000,57000,41500,56500
083510,4625 200A ST,214000,216000,167000,88700,136000
081460,4756 200A ST,156000,160000,128000,70400,109000
081370,4757 200A ST,326000,329000,260000,135000,201000
081450,4766 200A ST,148000,152000,120000,65900,103000
081380,4767 200A ST,178000,180000,140000,74700,114000
081440,4776 200A ST,148000,151000,117000,64500,99700
081390,4777 200A ST,303000,306000,236000,127000,193000
081430,4786 200A ST,203000,207000,165000,95100,141000
035020,4805 200A ST,153000,157000,125000,67800,106000
035010,4815 200A ST,154000,159000,126000,67300,105000
035040,4816 200A ST,173000,177000,142000,73300,115000
035000,4825 200A ST,146000,150000,119000,63100,98600
035050,4826 200A ST,161000,165000,131000,71100,111000
034990,4835 200A ST,262000,265000,208000,110000,171000
035060,4836 200A ST,380000,379000,163000,85800,134000
034980,4845 200A ST,156000,160000,128000,67900,107000
035070,4846 200A ST,268000,270000,209000,110000,170000
037762,4855 200A ST,362000,366000,282000,156000,231000
037940,4856 200A ST,314000,317000,256000,102000,156000
037821,4865 200A ST,202000,207000,162000,87700,133000
037822,4875 200A ST,214000,219000,172000,93600,142000
037823,4885 200A ST,202000,206000,160000,89700,132000
037824,4895 200A ST,329000,331000,255000,137000,203000
037825,4896 200A ST,201000,206000,161000,89100,132000
037546,5011 200A ST,264000,266000,207000,105000,169000
037547,5017 200A ST,190000,192000,158000,88000,130000
037548,5023 200A ST,236000,240000,188000,102000,154000
037549,5029 200A ST,186000,190000,149000,82100,125000
037550,5035 200A ST,201000,205000,161000,88700,134000
037551,5041 200A ST,218000,222000,172000,94900,146000
042580,5920 200A ST,1049000,1256000,986000,649000,627000
052070,5921 200A ST,962000,932000,732000,1022000,1112000
037533,5008 200B ST,207000,211000,164000,90700,137000
037542,5009 200B ST,398000,401000,312000,174000,246000
037534,5018 200B ST,336000,339000,261000,138000,205000
037541,5019 200B ST,260000,263000,203000,110000,165000
037535,5028 200B ST,284000,287000,221000,120000,179000
037540,5029 200B ST,256000,259000,203000,105000,169000
037536,5038 200B ST,320000,322000,248000,135000,200000
037539,5039 200B ST,234000,237000,184000,97200,156000
083270,4423 201 ST,294000,297000,237000,121000,172000
083280,4433 201 ST,171000,172000,136000,73600,111000
083290,4443 201 ST,190000,191000,149000,77200,123000
084190,4446 201 ST,156000,161000,127000,61100,99000
083300,4453 201 ST,114000,118000,93400,45800,74200
084180,4456 201 ST,111000,108000,57900,42500,56800
083310,4463 201 ST,314000,316000,253000,47800,77500
084170,4466 201 ST,113000,109000,57600,41800,57000
083320,4473 201 ST,148000,146000,88400,64900,80000
084160,4476 201 ST,222000,214000,128000,84700,105000
083330,4483 201 ST,141000,146000,113000,58500,85200
084150,4486 201 ST,174000,180000,147000,83100,116000
083340,4493 201 ST,164000,165000,128000,44000,71200
084140,4496 201 ST,156000,162000,126000,68700,107000
084130,4506 201 ST,157000,163000,127000,68600,106000
084120,4516 201 ST,159000,165000,129000,68300,106000
084110,4526 201 ST,164000,170000,133000,76900,112000
083730,4533 201 ST,150000,100000,53200,37700,51400
084100,4536 201 ST,155000,161000,125000,68100,106000
083740,4543 201 ST,325000,326000,250000,146000,214000
084090,4546 201 ST,306000,308000,236000,67000,108000
083750,4553 201 ST,209000,197000,107000,73800,95100
084080,4556 201 ST,173000,179000,140000,74300,116000
083760,4563 201 ST,158000,155000,97100,69000,83100
084070,4566 201 ST,154000,160000,125000,67300,105000
083770,4573 201 ST,122000,118000,63500,45000,61400
084060,4576 201 ST,181000,187000,146000,79100,124000
083780,4583 201 ST,314000,317000,250000,124000,183000
084050,4586 201 ST,129000,125000,68400,50500,65600
084040,4596 201 ST,449000,448000,361000,63000,66700
084030,4606 201 ST,112000,110000,63800,38300,52200
081550,4750 201 ST,369000,370000,296000,163000,230000
081470,4759 201 ST,171000,178000,141000,75600,118000
081540,4760 201 ST,300000,302000,233000,122000,188000
081480,4769 201 ST,156000,160000,127000,70300,108000
081530,4770 201 ST,200000,204000,159000,82200,129000
034052,4810 201 ST,253000,239000,124000,84700,113000
035110,4815 201 ST,181000,184000,144000,78400,122000
036820,4820 201 ST,388000,373000,310000,130000,196000
035100,4825 201 ST,181000,185000,144000,71100,112000
034030,4830 201 ST,336000,339000,260000,139000,203000
035090,4835 201 ST,152000,157000,126000,67500,105000
035080,4845 201 ST,142000,146000,116000,61600,100000
034020,4850 201 ST,311000,314000,247000,104000,159000
037950,4855 201 ST,467000,469000,382000,196000,283000
034010,4860 201 ST,173000,179000,146000,84300,121000
034000,4870 201 ST,223000,227000,179000,93200,146000
030135,5011 201 ST,351000,353000,271000,144000,212000
030643,5014 201 ST,301000,304000,235000,126000,189000
030651,5021 201 ST,272000,275000,213000,117000,179000
030644,5024 201 ST,323000,325000,252000,134000,203000
030650,5025 201 ST,361000,363000,279000,149000,222000
030649,5031 201 ST,330000,331000,253000,134000,199000
030645,5034 201 ST,230000,232000,179000,95600,139000
030142,5035 201 ST,280000,284000,225000,120000,170000
030028,5470 201 ST,36700,38600,34800,36800,38700
040964,5701 201 ST,0,0,0,0,0
030638,5015 201A ST,233000,238000,184000,99100,145000
030637,5027 201A ST,221000,224000,174000,89400,143000
030636,5033 201A ST,493000,496000,402000,144000,217000
037880,5088 201A ST,0,0,0,0,0
030102,5200 201A ST,0,0,0,0,0
036220,5211 201A ST,0,0,0,0,0
031940,5213 201A ST,10000,10000,10000,59700,10000
031930,5217 201A ST,65900,63500,36300,26400,10000
031920,5221 201A ST,10000,10000,10000,30400,10000
035690,5224 201A ST,10000,10000,10000,76700,10000
035570,5232 201A ST,10000,10000,10000,43200,10000
035560,5240 201A ST,10000,10000,10000,37100,10000
035550,5248 201A ST,10000,10000,10000,54400,10000
032790,5252 201A ST,10000,10000,10000,65700,10000
035651,1 5355 201A ST,220000,235000,260000,207000,207000
035652,2 5355 201A ST,191000,201000,220000,176000,177000
035653,3 5355 201A ST,183000,193000,213000,168000,169000
035654,4 5355 201A ST,206000,217000,235000,191000,191000
035655,5 5355 201A ST,219000,234000,257000,206000,206000
035656,6 5355 201A ST,219000,235000,259000,207000,207000
035657,7 5355 201A ST,207000,217000,236000,191000,191000
035658,8 5355 201A ST,184000,193000,215000,168000,169000
035659,9 5355 201A ST,192000,201000,222000,177000,177000
035660,10 5355 201A ST,220000,235000,260000,207000,207000
035661,11 5355 201A ST,219000,235000,260000,207000,207000
035662,12 5355 201A ST,192000,201000,220000,176000,177000
035663,13 5355 201A ST,219000,235000,259000,207000,207000
035664,14 5355 201A ST,219000,235000,257000,207000,207000
035665,15 5355 201A ST,184000,193000,214000,168000,169000
035666,16 5355 201A ST,205000,218000,243000,191000,191000
035667,17 5355 201A ST,219000,235000,259000,207000,207000
035668,18 5355 201A ST,217000,234000,257000,205000,205000
035669,19 5355 201A ST,206000,216000,233000,191000,191000
035670,20 5355 201A ST,183000,192000,211000,168000,169000
035671,21 5355 201A ST,183000,192000,211000,168000,169000
035672,22 5355 201A ST,204000,216000,233000,191000,191000
035673,23 5355 201A ST,219000,235000,257000,207000,207000
032360,1 5388 201A ST,162000,164000,200000,160000,159000
032359,2 5388 201A ST,135000,136000,172000,130000,129000
032358,3 5388 201A ST,158000,159000,196000,155000,153000
032357,4 5388 201A ST,135000,137000,173000,131000,130000
032356,5 5388 201A ST,148000,150000,186000,144000,143000
032355,6 5388 201A ST,137000,138000,175000,133000,132000
032354,7 5388 201A ST,158000,159000,195000,155000,153000
032353,8 5388 201A ST,135000,136000,172000,130000,129000
032352,9 5388 201A ST,162000,164000,201000,160000,158000
032361,10 5388 201A ST,147000,151000,191000,146000,145000
032363,12 5388 201A ST,147000,151000,192000,146000,145000
032364,13 5388 201A ST,127000,129000,170000,124000,123000
032365,14 5388 201A ST,139000,142000,183000,137000,136000
032366,15 5388 201A ST,127000,129000,170000,124000,123000
032367,16 5388 201A ST,147000,151000,192000,146000,145000
032368,17 5388 201A ST,127000,129000,170000,124000,123000
032369,18 5388 201A ST,148000,151000,192000,147000,146000
032370,19 5388 201A ST,147000,150000,190000,146000,145000
032371,20 5388 201A ST,128000,131000,170000,125000,124000
032372,21 5388 201A ST,148000,152000,192000,148000,146000
032373,22 5388 201A ST,129000,132000,172000,127000,126000
032374,23 5388 201A ST,149000,152000,191000,147000,146000
032375,24 5388 201A ST,129000,132000,172000,127000,126000
032376,25 5388 201A ST,148000,151000,190000,147000,146000
032377,26 5388 201A ST,128000,131000,170000,125000,124000
032378,27 5388 201A ST,147000,151000,190000,146000,145000
032379,28 5388 201A ST,162000,164000,200000,160000,158000
032380,29 5388 201A ST,135000,136000,172000,130000,129000
032381,30 5388 201A ST,154000,155000,191000,150000,149000
032382,31 5388 201A ST,132000,133000,169000,127000,126000
032383,32 5388 201A ST,146000,147000,184000,142000,141000
032384,33 5388 201A ST,132000,133000,169000,127000,126000
032385,34 5388 201A ST,154000,155000,191000,150000,149000
032386,35 5388 201A ST,135000,136000,172000,130000,129000
032387,36 5388 201A ST,162000,164000,200000,160000,158000
032362,202 5388 201A ST,127000,130000,170000,124000,123000
 ,5388 201A ST,127000,130000,170000,124000,123000
042280,5605 201A ST,9500000,0,0,0,0
042300,5639 201A ST,73700,68500,55800,476000,3549000
042270,5669 201A ST,64300,59700,168000,858000,3231000
041890,5699 201A ST,64500,59900,49200,48300,3222000
041234,5769 201A ST,142000,23,6,1,"1998000
2021"
082960,4410 202 ST,149000,154000,120000,63800,99800
083190,4417 202 ST,161000,167000,130000,70600,109000
082970,4420 202 ST,139000,144000,113000,59200,95800
083200,4427 202 ST,154000,159000,125000,66700,104000
082980,4430 202 ST,160000,166000,130000,70000,108000
082990,4440 202 ST,179000,186000,150000,86600,121000
084220,4447 202 ST,152000,157000,123000,66500,103000
083000,4450 202 ST,271000,273000,211000,112000,173000
084230,4457 202 ST,402000,402000,165000,87800,131000
083010,4460 202 ST,163000,167000,130000,69300,107000
084240,4467 202 ST,160000,165000,129000,67000,104000
083020,4470 202 ST,124000,126000,98900,51300,83000
084250,4477 202 ST,464000,467000,375000,206000,298000
083030,4480 202 ST,210000,211000,164000,81800,129000
084260,4487 202 ST,230000,220000,127000,89600,112000
083040,4490 202 ST,221000,224000,173000,70600,106000
084270,4497 202 ST,236000,238000,183000,100000,148000
083050,4500 202 ST,236000,239000,185000,98900,153000
084280,4507 202 ST,307000,290000,150000,101000,136000
083060,4510 202 ST,153000,159000,124000,67100,104000
084290,4517 202 ST,133000,130000,68300,49100,67000
083070,4520 202 ST,168000,171000,135000,75600,114000
084300,4527 202 ST,169000,166000,110000,39700,54100
083080,4530 202 ST,167000,170000,133000,70800,110000
084310,4537 202 ST,178000,170000,93400,66700,86500
083090,4540 202 ST,216000,220000,170000,96600,140000
084320,4547 202 ST,208000,197000,105000,70100,75900
082440,4550 202 ST,104000,108000,84600,45700,70700
084330,4557 202 ST,126000,122000,73600,53800,66700
084340,4567 202 ST,218000,207000,114000,49800,63100
084350,4577 202 ST,255000,256000,196000,99200,157000
082430,4580 202 ST,108000,112000,88100,46000,74500
084360,4587 202 ST,404000,52100,90300,64800,82900
080230,4591 202 ST,197000,201000,157000,84800,130000
080220,4611 202 ST,186000,193000,155000,88400,131000
081070,4620 202 ST,221000,223000,176000,89400,139000
080210,4621 202 ST,276000,279000,218000,115000,180000
081060,4630 202 ST,151000,155000,126000,68800,108000
080200,4631 202 ST,148000,154000,122000,66100,102000
081050,4640 202 ST,189000,193000,152000,86000,136000
080190,4641 202 ST,145000,151000,119000,64300,100000
081040,4650 202 ST,157000,163000,129000,69500,108000
080180,4651 202 ST,195000,197000,153000,81800,126000
081030,4660 202 ST,168000,173000,137000,70700,108000
080170,4661 202 ST,134000,139000,110000,59300,92400
081020,4670 202 ST,214000,217000,172000,89900,142000
080160,4671 202 ST,185000,190000,153000,75200,117000
081010,4680 202 ST,163000,166000,144000,88900,117000
080150,4681 202 ST,247000,249000,192000,103000,157000
081000,4690 202 ST,245000,249000,199000,74600,116000
080140,4691 202 ST,127000,130000,104000,56700,88900
080130,4719 202 ST,282000,284000,221000,115000,180000
080990,4720 202 ST,252000,255000,197000,105000,164000
080120,4729 202 ST,143000,147000,117000,63900,100000
080980,4730 202 ST,254000,256000,198000,102000,159000
080110,4739 202 ST,281000,284000,234000,134000,194000
080970,4740 202 ST,134000,137000,112000,63000,90600
080100,4749 202 ST,168000,172000,137000,74700,117000
080090,4759 202 ST,882000,875000,693000,473000,751000
080080,4769 202 ST,138000,141000,113000,62400,95900
080070,4779 202 ST,255000,258000,201000,106000,165000
080060,4789 202 ST,293000,295000,229000,114000,183000
082570,4419 202A ST,150000,155000,120000,55300,89500
082560,4429 202A ST,117000,121000,95100,49100,79500
082550,4439 202A ST,379000,191000,149000,80800,123000
082290,4444 202A ST,254000,256000,199000,106000,163000
082540,4449 202A ST,239000,242000,187000,99400,153000
082300,4454 202A ST,193000,198000,163000,89900,122000
082530,4459 202A ST,223000,230000,189000,110000,146000
082310,4464 202A ST,245000,253000,205000,81500,126000
082520,4469 202A ST,239000,242000,188000,97400,156000
082320,4474 202A ST,194000,200000,155000,76400,116000
082510,4479 202A ST,153000,158000,124000,67100,105000
082330,4484 202A ST,220000,225000,175000,100000,148000
082500,4489 202A ST,215000,220000,171000,87500,134000
082340,4494 202A ST,193000,199000,156000,75600,116000
082490,4499 202A ST,240000,243000,188000,100000,156000
082350,4504 202A ST,227000,230000,178000,95100,146000
082480,4509 202A ST,200000,202000,155000,56800,84800
082360,4514 202A ST,140000,144000,113000,59400,96200
082470,4519 202A ST,160000,166000,130000,69500,107000
082370,4524 202A ST,145000,150000,118000,56600,91700
035810,4862 202A ST,265000,269000,222000,136000,178000
036000,4867 202A ST,242000,244000,189000,102000,155000
035820,4872 202A ST,178000,182000,142000,77800,117000
035990,4877 202A ST,305000,307000,237000,127000,193000
035830,4884 202A ST,303000,305000,236000,128000,179000
035980,4887 202A ST,193000,195000,150000,82000,120000
035840,4892 202A ST,196000,200000,156000,85100,129000
035970,4897 202A ST,173000,176000,138000,72800,113000
035850,4902 202A ST,272000,275000,213000,113000,170000
035960,4907 202A ST,238000,240000,188000,101000,158000
035860,4912 202A ST,171000,164000,92500,64700,81900
035870,4922 202A ST,222000,225000,174000,95700,139000
032800,4950 202A ST,257000,260000,218000,119000,96400
032810,4951 202A ST,133000,136000,106000,59400,88800
034290,4955 202A ST,417000,317000,361000,92100,131000
032640,4960 202A ST,144000,138000,77300,55500,71100
034280,4961 202A ST,212000,216000,168000,93000,136000
032630,4970 202A ST,272000,272000,242000,138000,194000
034642,4971 202A ST,206000,208000,174000,93700,143000
032620,4980 202A ST,222000,226000,179000,98600,150000
034641,4981 202A ST,304000,306000,238000,129000,108000
034303,4985 202A ST,519000,518000,412000,235000,376000
034312,4995 202A ST,393000,396000,321000,232000,366000
081890,4406 203 ST,241000,243000,189000,97600,156000
082750,4409 203 ST,248000,251000,192000,101000,145000
081900,4410 203 ST,208000,214000,176000,105000,138000
081910,4414 203 ST,353000,357000,290000,136000,200000
082740,4415 203 ST,191000,194000,150000,80700,141000
081920,4416 203 ST,163000,155000,82000,58800,79400
081930,4420 203 ST,356000,357000,276000,83500,135000
082730,4421 203 ST,173000,177000,138000,74100,115000
081940,4424 203 ST,199000,200000,155000,78800,125000
082720,4427 203 ST,224000,228000,188000,108000,146000
081950,4428 203 ST,150000,151000,118000,45600,73800
081960,4432 203 ST,174000,180000,141000,76800,119000
082710,4433 203 ST,173000,176000,138000,74500,115000
081970,4436 203 ST,289000,292000,226000,119000,182000
082700,4439 203 ST,135000,138000,108000,56600,91600
081980,4440 203 ST,158000,163000,133000,63900,100000
081990,4444 203 ST,1556000,2600,87100,44000,71200
